id;name;Aadress;X;y
12425;Kilingi-Nõmme Lasteaed Krõll;Pärnu maakond, Saarde vald, Kilingi-Nõmme linn, Aia tn 1;556414.0233;6445579.042
12073;Kiltsi Põhikool;Lääne-Viru maakond, Väike-Maarja vald, Liivaküla küla, Kiltsi mõis;625784;6550801
12336;Kirivere Kool;Viljandi maakond, Kõo vald, Kõo küla, Kirivere kool;598977;6500656
12553;Kivi-Vigala Lasteaed Pääsulind;Rapla maakond, Vigala vald, Kivi-Vigala küla, Kivi-Vigala lasteaia;520809.314;6508192.845
12551;Kivi-Vigala Põhikool;Rapla maakond, Vigala vald, Kivi-Vigala küla,  Kooli tn 6;520925;6508104
12158;Kiviõli 1. Keskkool;Ida-Viru maakond, Kiviõli linn, Viru tn 14;669133;6583744
12139;Kiviõli Lasteaed Kannike;Ida-Viru maakond, Kiviõli linn, Võidu tn 12;669226.0161;6584186.984
12137;Kiviõli Vene Kool;Ida-Viru maakond, Kiviõli linn, Pargi tn 9;669759;6583978
12760;Klooga Kool;Harju maakond, Keila vald, Klooga alevik, Aedlinna tee 5;513294;6575773
12761;Klooga Lasteaed;Harju maakond, Keila vald, Klooga alevik, Maeru tee 4;514203.0565;6575737.012
12593;Kodila Põhikool;Rapla maakond, Rapla vald, Kodila küla, Kodila kooli;538530;6544545
12227;Koeru Keskkool;Järva maakond, Koeru vald, Koeru alevik, Paide tee 16;616112;6537575
12235;Koeru Lasteaed Päikeseratas;Järva maakond, Koeru vald, Koeru alevik;616142.4297;6537321.052
12561;Kohila Gümnaasium;Rapla maakond, Kohila vald, Kohila alev, Kooli tn 1;543207;6559070
12557;Kohila Lasteaed Männi;Rapla maakond, Kohila vald, Kohila alev, Tööstuse tn 3;542870.0038;6559255.959
12590;Kohila lasteaed Sipsik;Rapla maakond, Kohila vald, Kohila alev, Posti tn 5a;542999.9244;6559634.963
12156;Kohtla-Järve Ahtme Gümnaasium;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Altserva tn 6;695173;6581201
12123;Kohtla-Järve Järve Gümnaasium;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Katse tn 2;687080;6589215
12144;Kohtla-Järve Järve Vene Gümnaasium;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Järveküla tee 39;685827;6588866
12110;Kohtla-Järve Kesklinna Põhikool;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Pärna tn 20;686296;6589513
12154;"Kohtla-Järve lasteaed ""Punamütsike""";Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Maleva tn 5;695018.9865;6581236.048
12119;Kohtla-Järve Lasteaed Aljonuðka;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Mõisa tee 1;686727.0707;6589973.004
12118;Kohtla-Järve Lasteaed Buratino;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Järveküla tee 56a;686794.9274;6589201.921
12125;Kohtla-Järve Lasteaed Kirju-Mirju;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Pärna tn 36;686713.0029;6589688.006
12117;Kohtla-Järve Lasteaed Lepatriinu;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Pärna tn 29;686408.972;6589656.064
12148;Kohtla-Järve Lasteaed Rukkilill;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Maleva tn 47;694485.0706;6582101.965
12114;Kohtla-Järve Lasteaed Tuvike;Ida-Viru maakond, Kohtla-Järve linn, Kukruse linnaosa, Mäe tn 7;689884.0595;6589115.031
12116;Kohtla-Järve lasteaed Väikemees;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Noorte tn 4;686818.9254;6589709.025
37779;Kohtla-Järve Maleva Põhikool;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Maleva tn 4;694978;6581538
12136;Kohtla-Järve Slaavi Põhikool;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Pärna tn 49;686865;6589844
12147;Kohtla-Järve Tammiku Põhikool;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Puru tee 38;694353;6582131
12124;Kohtla-Järve Täiskasvanute Gümnaasium;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Tuuslari tn 17;686653;6589353
12163;Kohtla-Järve Ühisgümnaasium;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Maleva tn 4;694977;6581537
12108;Kohtla-Nõmme Kool;Ida-Viru maakond, Kohtla-Nõmme vald, Kohtla-Nõmme alev, Kooli tn 6;681556;6583971
12109;Kohtla-Nõmme Lasteaed Liblikas;Ida-Viru maakond, Kohtla-Nõmme vald, Kohtla-Nõmme alev, Kooli tn 6;681556.0638;6583971.995
12259;Koigi Kool;Järva maakond, Koigi vald, Koigi küla, Mõisavahe tee 10;601066;6522861
12260;Koigi Lasteaed Kalevipoeg;Järva maakond, Koigi vald, Koigi küla, Mõisavahe tee 1;601201.5564;6523192.803
13152;Kolde Lasteaed;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Ristiku tn 59;540500.814;6589403.174
12805;Kolga Kool;Harju maakond, Kuusalu vald, Kolga alevik,  Kooli;590668;6596009
12804;Kolga Lasteaed;Harju maakond, Kuusalu vald, Kolga alevik, Saalimäe tee 1;591453.04;6595973.351
12282;Kolga-Jaani Lasteaed;Viljandi maakond, Kolga-Jaani vald, Kolga-Jaani alevik, Uus tn 1;613457.2928;6489698.435
12281;Kolga-Jaani Põhikool;Viljandi maakond, Kolga-Jaani vald, Kolga-Jaani alevik, Viljandi mnt 1a;613221;6489743
13289;Kolkja Lasteaed Päike;Tartu maakond, Peipsiääre vald, Kolkja alevik, Koolimaja;687005.1174;6494512.119
12453;Kolkja Põhikool;Tartu maakond, Peipsiääre vald, Kolkja alevik, Koolimaja;687005;6494549
13302;Konguta Kool;Tartu maakond, Konguta vald, Annikoru küla, Kooli;635475;6460721
11910;Koolituskeskus Killuke;Harju maakond, Tallinn, Hämariku 9;539761;6582513
12347;Koolituskeskus Rütmirüblik;Pärnu maakond, Pärnu linn, Rüütli tn 24;529295.0349;6471699.048
12402;Koonga Lasteaed Naksitrallid;Pärnu maakond, Koonga vald, Koonga küla, Lasteaia;509194.409;6493407.38
12403;Koonga Põhikool;Pärnu maakond, Koonga vald, Koonga küla, Valla;508739;6493259
12029;Koosa Lasteaed-Algkool;Tartu maakond, Vara vald, Koosa küla, Lasteaia;679397.7262;6491350.827
13096;Kopli Lasteaed;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Kopli tn 104;538525.0273;6591210.974
12757;Kose Gümnaasium;Harju maakond, Kose vald, Kose alevik, Pikk tn 12;566543;6561327
12756;Kose Lasteaed;Harju maakond, Kose vald, Kose alevik, Pikk tn 30;566681.0638;6560965.946
13161;Kosejõe Kool;Harju maakond, Kose vald, Kose-Uuemõisa alevik,  Kosejõe kool;563133;6563630
13162;Kose-Uuemõisa Lasteaed-Kool;Harju maakond, Kose vald, Kose-Uuemõisa alevik, Pargi tn 6;562786;6563441
12818;Kostivere Kool;Harju maakond, Jõelähtme vald, Kostivere alevik, Kostivere põhikool;562046;6588007
12817;Kostivere Lasteaed;Harju maakond, Jõelähtme vald, Kostivere alevik, Aruküla tee 1;562053.0755;6588166.031
13073;Kotree Spordiklubi Spordikool;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Erika tn 5a;540440.0741;6590495.004
13462;Krabi Kool;Võru maakond, Varstu vald, Krabi küla, Krabi kool;668867;6388230
13475;Krootuse Lasteaed;Põlva maakond, Kõlleste vald, Krootuse küla, Pargi tn 2;667122.1293;6440424.089
13474;Krootuse Põhikool;Põlva maakond, Kõlleste vald, Krootuse küla, Kooli;667678;6440361
12567;Kuimetsa Algkool;Rapla maakond, Kaiu vald, Kuimetsa küla, Pargi;564143;6545452
13455;Kuldre Kool;Võru maakond, Urvaste vald, Kuldre küla, Kuldre kool;648317;6419609
12102;Kulina Lasteaed;Lääne-Viru maakond, Vinni vald, Kulina küla, Tammekese;646068.8624;6566159.13
12531;Kullamaa Keskkool;Lääne maakond, Kullamaa vald, Kullamaa küla, Kullamaa kool;504509;6526686
12532;Kullamaa Lasteaed;Lääne maakond, Kullamaa vald, Kullamaa küla, Kullamaa kool;504534.4785;6526702.812
12046;Kunda Linna Lasteaed Kelluke;Lääne-Viru maakond, Kunda linn, Koidu tn 75;641826.9949;6599007.04
12045;Kunda Ühisgümnaasium;Lääne-Viru maakond, Kunda linn, Kasemäe tn 22;642307;6598529
13416;Kuremaa Lasteaed-Algkool;Jõgeva maakond, Jõgeva vald, Kuremaa alevik, Pargi tn 2;646998;6513478
12472;Kuressaare Gümnaasium;Saare maakond, Kuressaare linn, Nooruse tn 1;411852;6457378
12468;Kuressaare Ida-Niidu Lasteaed;Saare maakond, Kuressaare linn, Õie tn 2;412440.9381;6458551.08
12452;Kuressaare Pargi Lasteaed;Saare maakond, Kuressaare linn, Lasteaia tn 11;410793.0148;6457727.035
12455;Kuressaare Ristiku Lasteaed;Saare maakond, Kuressaare linn, Juhan Smuuli tn 13;411517.9223;6458813.073
12448;Kuressaare Rohu Lasteaed;Saare maakond, Kuressaare linn, Rohu tn 4;411169.0398;6458385.079
12456;Kuressaare Tuulte Roosi Lasteaed;Saare maakond, Kuressaare linn, Ranna tn 38;409283.9493;6457376.994
12469;Kuressaare Täiskasvanute Gümnaasium;Saare maakond, Kuressaare linn,  Garnisoni tn 16;411352;6458204
12454;Kuressaare Vanalinna Kool;Saare maakond, Kuressaare linn, Pikk tn 31;410847;6458448
13418;Kurista Lasteaed “Karukell”;Jõgeva maakond, Jõgeva vald, Kurista küla, Lasteaia;634912.4035;6515985.932
13134;Kurtna Kool;Harju maakond, Saku vald, Kurtna küla, Kurtna tee 50;541095;6566074
12749;Kuusalu Keskkool;Harju maakond, Kuusalu vald, Kuusalu küla, Kooli;580494;6591175
12797;Kuusalu Lasteaed Jussike;Harju maakond, Kuusalu vald, Kuusalu alevik;580908.2838;6590381.302
12576;Kuusiku Lasteaed Tareke;Rapla maakond, Rapla vald, Kuusiku alevik, Mõisa tee 5;542026.9264;6537025.958
13269;Kuuste Kool;Tartu maakond, Kambja vald, Vana-Kuuste küla, Kuuste põhikool;663297;6460280
12324;Kõidama Lasteaed;Viljandi maakond, Suure-Jaani vald, Kõidama küla, Lõhavere tee 7a;587217.1307;6489918.225
12527;Kõmsi Lasteaed-Algkool;Lääne maakond, Hanila vald, Kõmsi küla, Kõmsi tee 14;478764;6498434
12337;Kõo Lasteaed;Viljandi maakond, Kõo vald, Kõo küla, Vallamaja;600360.4651;6500506.343
12491;Kõpu Internaatkool;Hiiu maakond, Kõrgessaare vald, Kõpu küla, Kõpu internaatkool;397230;6531101
12342;Kõpu Põhikool;Viljandi maakond, Kõpu vald, Kõpu alevik, Kõpu mõis;576718;6465012
12490;Kõrgessaare Lasteaed Vigri;Hiiu maakond, Kõrgessaare vald, Kõrgessaare alevik, Tööstuse tee 16;411689.0534;6539049.079
13085;"Kõrgkool ""I Studium""";Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Kopli tn 93;538056.982;6591496.965
13254;Kõrveküla lasteaed Päikeseratas;Tartu maakond, Tartu vald, Kõrveküla alevik, Lasteaia tn 4;661215.7882;6479373.965
13206;Kõrveküla Põhikool;Tartu maakond, Tartu vald, Kõrveküla alevik, Vasula tee 12;661408;6479303
12485;Käina Gümnaasium;Hiiu maakond, Käina vald, Käina alevik, Hiiu mnt 4;429872;6522121
12489;Käina Lasteaed Tirtspõnni;Hiiu maakond, Käina vald, Käina alevik, Hiiu mnt 1b;429673.0487;6521852.055
13168;Käo Põhikool;Harju maakond, Tallinn, Käo 53;540862;6585724
12486;Kärdla Lasteaed;Hiiu maakond, Kärdla linn, Kalda tn 11;428018.0087;6540904.048
12488;Kärdla Ühisgümnaasium;Hiiu maakond, Kärdla linn, Uus tn 4;428204;6540593
12458;Kärla Lasteaed;Saare maakond, Kärla vald, Kärla alevik, Pargi tn 9;398014.9477;6466680.967
12457;Kärla Põhikool;Saare maakond, Kärla vald, Kärla alevik, Kooli tn 4;397763;6466837
12319;Kärstna Kool;Viljandi maakond, Tarvastu vald, Kärstna küla, Kärstna kool;606100;6446215
12578;Käru Põhikool;Rapla maakond, Käru vald, Käru alevik, Aia tn 20;566236;6522008
13461;Kääpa Põhikool;Võru maakond, Lasva vald, Kääpa küla,  Kooli tee 25;684249;6417852
13003;Laagri Kool;Harju maakond, Saue vald, Laagri alevik, Veskitammi tn 22;535153;6579267
13177;Laagri Lasteaed;Harju maakond, Saue vald, Laagri alevik, Männimetsa tee 53;534699.0714;6579640.92
12727;Laatre Lasteaed;Valga maakond, Tõlliste vald, Laatre alevik, Pargi tn 7;633233.0344;6416068.024
12098;Laekvere Lasteaed Rüblik;Lääne-Viru maakond, Laekvere vald, Laekvere alevik, Salutaguse tee 6;646832.9943;6550292.924
12097;Laekvere Põhikool;Lääne-Viru maakond, Laekvere vald, Laekvere alevik, Kesk tn 8;646864;6550391
13335;Laeva Lasteaed;Tartu maakond, Laeva vald, Laeva küla, Väänikvere tee 8;639124.3147;6485506.881
13336;Laeva Põhikool;Tartu maakond, Laeva vald, Laeva küla, Aeru tee 1;638780;6485350
13165;Lagedi Kool;Harju maakond, Rae vald, Lagedi alevik, Kooli tn 18;553595;6585220
12325;Lahmuse Kool;Viljandi maakond, Suure-Jaani vald, Lahmuse küla, Lahmuse kool;584230;6491818
12074;Lahu Algkool;Lääne-Viru maakond, Rakke vald, Kõpsta küla, Lahu kool;624642;6537266
13403;Laiuse Põhikool;Jõgeva maakond, Jõgeva vald, Laiuse alevik, Kuremaa tee 30;644377;6518643
12072;Lasila Põhikool;Lääne-Viru maakond, Rakvere vald, Lasila küla, Vahtra pst 17;626415;6570149
12904;Lasnamäe Gümnaasium;Harju maakond, Tallinna linn, Lasnamäe linnaosa, Pae tn 59;546642;6589137
12918;Lasnamäe Põhikool;Harju maakond, Tallinna linn, Lasnamäe linnaosa, Ümera tn 46;550903;6589854
12900;Lasnamäe Vene Gümnaasium;Harju maakond, Tallinna linn, Lasnamäe linnaosa, Jaan Koorti tn 23;547408;6589720
13089;Laste Mängu- ja Arenduskeskus Sajajalgne;Harju maakond, Tallinna linn, Kesklinna linnaosa, Koidu tn 56a;541457.9237;6588024.029
12777;"Lasteaed ""Rukkilill""";Harju maakond, Maardu linn, Nurga tn 2;557863.0108;6594956.991
12270;Lasteaed Helepunased Purjed;Ida-Viru maakond, Sillamäe linn, Geoloogia tn 18;715521.9526;6589992.037
13492;Lasteaed Illikuku;Põlva maakond, Ahja vald, Ahja alevik, Illimari tn 3;680550.9581;6455872.067
12272;Lasteaed Jaaniussike;Ida-Viru maakond, Sillamäe linn, Juri Gagarini tn 7a;714657.0287;6589994.023
13493;Lasteaed Kaari;Põlva maakond, Vastse-Kuuste vald, Vastse-Kuuste alevik;672521.8627;6450830.153
13083;Lasteaed Kajakas;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Madala tn 13;539061.9223;6590192.959
12105;Lasteaed Kakuke;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Lehola tn 14;694190.97;6581314
12126;Lasteaed Karuke;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Põhja allee 20;686739.98;6590237.976
12947;Lasteaed Kelluke;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Uus-Kalamaja tn 6;541730.0122;6590228.046
12064;Lasteaed Kungla;Lääne-Viru maakond, Rakvere linn, Kungla tn 5a;634701.0549;6580695.015
12829;Lasteaed Lepatriinu;Harju maakond, Anija vald, Lehtmetsa küla, Kose mnt 36;576260.9316;6577165.974
13101;Lasteaed Maasikas;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Vasara tn 18;538441.9443;6590924.983
12134;Lasteaed Marjake;Ida-Viru maakond, Püssi linn, Kooli tn 7;672570.0243;6584245.076
12122;Lasteaed Mesimumm;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Outokumpu tn 11;687194.9505;6588898.056
13087;Lasteaed Mesipuu;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Kangru tn 5;539153.9425;6590772.057
12164;Lasteaed Muinasjutt;Ida-Viru maakond, Kohtla-Järve linn, Oru linnaosa, Männi tn 10;703104.0222;6586619.065
13098;Lasteaed Naeratus;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Niidi põik 4;539497.0323;6590656.039
12825;Lasteaed Neeme Mudila;Harju maakond, Jõelähtme vald, Neeme küla, Lasteaia;565480.0013;6599457.21
13151;Lasteaed Ojake;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Ädala tn 3;540295.9201;6588752.081
12145;Lasteaed Pillerkaar;Ida-Viru maakond, Johvi vald, Puru tee 15;694597;6583881
12042;Lasteaed Pisipõnn;Lääne-Viru maakond, Tapa vald, Tapa linn, Roheline tn 19;612113.8969;6570902.806
12629;Lasteaed Puhhi;Tartu maakond, Tartu linn, Annemoisa 8;662378;6474128
12746;Lasteaed Päikene;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Sõle tn 39;539801.0631;6589571.988
12273;Lasteaed Päikseke;Ida-Viru maakond, Sillamäe linn, Juri Gagarini tn 25;715007.0696;6589978.962
12121;Lasteaed Pääsuke;Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Keskallee 34;686023.0167;6589140.022
12271;Lasteaed Rukkilill;Ida-Viru maakond, Sillamäe linn, Vladimir Majakovski tn 8;713395.0607;6590194.945
12742;Lasteaed Rukkirääk;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Rukki tn 17;540220.9468;6589854.007
12776;Lasteaed Rõõm;Harju maakond, Maardu linn, Noorte tn 8;557819.9798;6593804.918
12103;Lasteaed Tareke;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Maleva tn 45;694524.957;6581995.049
12066;Lasteaed Triin;Lääne-Viru maakond, Rakvere linn, Lembitu tn 14;634857.9526;6580813.02
12155;Lasteaed Tuhkatriinu;Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Ridaküla tn 24;694047.9745;6582447.041
12768;Lasteaed Tõruke;Harju maakond, Rae vald, Jüri alevik, Laste tn 4;551370.1235;6579914.83
12086;Lasteaed Vikerkaar;Lääne-Viru maakond, Tapa vald, Tapa linn, Ülesõidu tn 3;612005.8228;6571505.903
13348;Lasteaed Võrukael;Valga maakond, Otepää vald, Otepää küla, Keskuse tn 6;647642.9709;6438420.001
12882;Lasteaed Väike Päike;Harju maakond, Viimsi vald, Pärnamäe küla, Kraavi tee 1;548532.061;6596083.081
12977;Lastesõim Planeedi Mudila;Harju maakond, Tallinna linn, Kesklinna linnaosa, Planeedi tn 16;542078.0671;6587463.963
13086;Lastesõim Päkapikk;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Sõle tn 76a;539399.0539;6590737.963
13471;Lasva valla lasteaed;Võru maakond, Lasva vald, Lasva küla, Kuusiku;688701.0369;6417659.842
12492;Lauka Põhikool;Hiiu maakond, Kõrgessaare vald, Lauka küla,  Käina tee 27;415034;6536899
12836;Laulasmaa Kool;Harju maakond, Keila vald, Laulasmaa küla, Laulasmaa kool;513775;6582074
12245;Laupa Põhikool;Järva maakond, Türi vald, Laupa küla, Laupa mõisa;579429;6514362
12404;Lavassaare Lasteaed-Algkool;Pärnu maakond, Audru vald,Lavassaare alev, Võidu tn 1;521684;6485939
12021;Lehola keskkonnahariduskeskus;Harju maakond, Tallinna linn, Mustamäe linnaosa, Mustamäe tee 187;538747;6585127
12759;Lehola Kool;Harju maakond, Keila vald, Lehola küla, Orisküla tee 20;518393;6572725
12223;Lehtse Kool;Lääne-Viru maakond, Tapa vald, Tõõrakõrve küla;605886;6570705
12341;Leie Lasteaed Sipelgapesa;Viljandi maakond, Kolga-Jaani vald, Leie küla, Kooli;619073.5055;6477735.807
12340;Leie Põhikool;Viljandi maakond, Kolga-Jaani vald, Leie küla, Kooli;619093;6477700
12475;Leisi Keskkool;Saare maakond, Leisi vald, Leisi alevik, Kooli tn 4a;423444;6492667
44853;Leiutajate Külakool;Võru maakond, Rõuge vald, Sänna mõis;665749;6403471
12394;Libatse Lasteaed-Algkool;Pärnu maakond, Halinga vald, Libatse küla, Libatse Algkool-lasteaed;528025;6502164
12504;Lihula Gümnaasium;Lääne maakond, Lihula vald, Lihula linn, Jaama tn 9;490676;6505069
12533;Lihula Lasteaed;Lääne maakond, Lihula vald, Lihula linn, Aia tn 4;490627.0122;6505619.92
12415;Lindi Lasteaed-Algkool;Pärnu maakond, Audru vald, Lindi küla, Lindi rahvamaja;516821;6465239
12541;Linnamäe Lasteaed;Lääne maakond, Oru vald, Linnamäe küla, Linnamäe lasteaed;483811.0611;6539503.057
13218;Lohkva Lasteaed;Tartu maakond, Luunja vald, Valguse tee 6;663537;6473292
12151;Lohusuu Kool;Ida-Viru maakond, Lohusuu vald, Lohusuu alevik, Avinurme tee 73;675142;6538785
12870;Loksa Gümnaasium;Harju maakond, Loksa linn, Tallinna tn 47;597509;6606092
13184;Loksa Lasteaed;Harju maakond, Loksa linn, Lasteaia tn 3;597674.9972;6606524.066
12252;Lokuta Lasteaed;Järva maakond, Türi vald, Türi linn, Tehnika tn 12;581307.976;6520979.022
12813;Loo Keskkool;Harju maakond, Jõelähtme vald, Loo alevik, Saha tee 7;553747;6589067
12815;Loo Lasteaed Pääsupesa;Harju maakond, Jõelähtme vald, Loo alevik, Saha tee 12;553815.9416;6588687.038
13284;Luke Lasteaed Segasumma;Tartu maakond, Nõo vald, Luke küla, Vanajärve tn 6;648974.9471;6457978.932
13453;Lusti Lasteaed;Võru maakond, Antsla vald, Lusti küla, Pillerpalli;648999.4416;6412228.166
13411;Lustivere Põhikool;Jõgeva maakond, Põltsamaa vald, Lustivere küla,  Kooli tee 6;621372;6504340
13402;Luua Algkool;Jõgeva maakond, Palamuse vald, Luua küla, Luua algkool;651252;6504287
13268;Luunja Keskkool;Tartu maakond, Luunja vald, Luunja alevik, Puiestee tn 28;668183;6471904
13267;Luunja Lasteaed Midrimaa;Tartu maakond, Luunja vald, Luunja alevik, Uus tn 2;668316.2406;6471868.193
12400;Lõpe Lasteaed Miki;Pärnu maakond, Koonga vald, Lõpe küla, Lepa;499418.0879;6492446.464
12401;Lõpe Põhikool;Pärnu maakond, Koonga vald, Lõpe küla, Lõpe küla 4;499382;6492426
13333;Lähte Lasteaed;Tartu maakond, Tartu vald, Lähte alevik, Kase põik 3;656120.2511;6487065.929
13219;Lähte Ühisgümnaasium;Tartu maakond, Tartu vald, Lähte alevik, Õpetaja tn 8;656528;6486908
37780;Läänemaa Ühisgümnaasium;Lääne maakond, Haapsalu linn, Haapsalu linn, F.J.Wiedemanni tn 15;473182;6534269
12113;Lüganuse Keskkool;Ida-Viru maakond, Lüganuse vald, Lüganuse alevik, Kiviõli tee 25;673091;6585548
13362;Lüllemäe Põhikool;Valga maakond, Karula vald, Lüllemäe küla, Lüllemäe kool;641647;6403747
12478;Lümanda Karu-Kati Lasteaed;Saare maakond, Lümanda vald, Lümanda küla, Lasteaia;383967.134;6462397.062
12477;Lümanda Põhikool;Saare maakond, Lümanda vald, Lümanda küla, Koolimaja;384312;6462282
12910;Ma Ray Lasteaed;Harju maakond, Tallinna linn, Lasnamäe linnaosa, Vilisuu tn 7;548023.9637;6589245.945
12779;Maardu Gümnaasium;Harju maakond, Maardu linn, Ringi tn 64;558157;6594762
12778;Maardu Põhikool;Harju maakond, Maardu linn, Noorte tn 10;557919;6593819
12142;Maidla Kool;Ida-Viru maakond, Lüganuse vald, Maidla küla, Mõisa;671474;6581431
12141;Maidla Lasteaed;Ida-Viru maakond, Maidla vald, Maidla küla, Mõisa;671480.346;6581442.266
11944;Mainor - Jõhvi Õppekeskus;Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tänav 40;694632;6584524
11948;Mainor - Kuressaare Õppekeskus;Saare maakond, Kuressaare linn, Vana-Roomassaare tänav 26;411314;6456687
11938;Mainor - Kärdla Õppekeskus;Hiiu maakond, Kärdla linn, Uus tänav 4;428204;6540593
11947;Mainor - Narva Õppekeskus;Ida-Viru maakond, Narva linn, Kiriku tänav 6;738712;6588849
11946;Mainor - Paide Õppekeskus;Järva maakond, Paide linn, Pärnu tänav 54;589838;6528493
11942;Mainor - Pärnu Õppekeskus;Pärnu maakond, Pärnu linn, Rüütli tänav 2;528931;6471667
11943;Mainor - Rakvere Õppekeskus;Lääne-Viru maakond, Rakvere linn, Tallinna tänav 28;634262;6581733
11941;Mainor - Rapla Õppekeskus;Rapla maakond, Rapla vald, Rapla linn, Viljandi maantee 6;545729;6540911
11940;Mainor - Tallinna Õppekeskus;Harju maakond, Tallinna linn, Lasnamäe linnaosa, Keevise tänav 1;545419;6587474
11949;Mainor - Tartu Õppekeskus;Tartu maakond, Tartu linn, Pepleri tänav 6;658906;6473921
11939;Mainor - Viljandi Õppekeskus;Viljandi maakond, Viljandi linn, Tallinna tänav 19;593438;6470760
11945;Mainor - Võru Õppekeskus;Võru maakond, Võru linn, Friedrich Reinhold Kreutzwaldi tänav 34;677845;6415382
12987;Majanduse ja Juhtimise Instituut;Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Erika tn 7a;540457.9485;6590579.08
12720;Maleakadeemia Vabaettur;Harju maakond, Tallinn,  Vene tn 29;542474;6589310
13495;Mammaste Lasteaed ja Kool;Põlva maakond, Põlva vald, Mammaste küla, Koolimaja tee 1;679629;6438861
12739;Mariel Muusik;Harju maakond, Viimsi vald, Püünsi küla, Karikakra tee 28;545391.9537;6602215.997
12537;Martna Lasteaed;Lääne maakond, Martna vald, Martna küla, Martna lasteaed;488644.7708;6524139.486
12538;Martna Põhikool;Lääne maakond, Martna vald, Martna küla, Martna põhikool;488225;6524329
12391;Massiaru Algkool;Pärnu maakond, Häädemeeste vald, Massiaru küla, Massiaru koolimaja;534791;6428729
34795;Mattiase Põhikool;Harju maakond, Tallinn, Ehitajate tee 82;538215;6585677
12649;Meelespea Waldorflasteaed;Harju maakond, Tallinna linn, Lasnamäe linnaosa, Pallasti tn 39;545104.9697;6588594.025
13270;Mehikoorma Põhikool;Tartu maakond, Meeksi vald, Mehikoorma alevik, Kooli tn 2;703715;6460407
13260;Melliste Algkool-Lasteaed;Tartu maakond, Mäksa vald, Melliste küla, Melliste algkool-lasteaia;674620;6469533
13454;Meremäe Kool;Võru maakond, Meremäe vald, Meremäe küla, Vaariku;705875;6406005
12875;Merivälja Kool;Harju maakond, Tallinna linn, Pirita linnaosa, Heki tee 16;547974;6595330
12874;Merivälja Lasteaed;Harju maakond, Tallinna linn, Pirita linnaosa, Haaviku tee 10;547992.0214;6595058.942
11903;Metsa- ja riigimees Heino Tederi (1926-2007) kodukoht koolituskeskus;Valga maakond, Tõlliste vald, Rampe küla, Kaara;631106;6416771
12438;Metsapoole Põhikool;Pärnu maakond, Häädemeeste vald, Metsapoole küla, Metsapoole koolimaja;522351;6418122
12535;Metsküla Algkool;Lääne maakond, Lihula vald, Metsküla küla, Kooli;478190;6509572
12085;Mihkli Kool;Lääne-Viru maakond, Tapa vald, Koolkodu;614062;6572290
13246;Miina Härma Gümnaasium;Tartu maakond, Tartu linn, Jaan Tõnissoni tn 3;658454;6473899
13481;Mikitamäe Kool;Põlva maakond, Mikitamäe vald, Mikitamäe küla,  Kooli tn 5;708975;6434000
13136;Minilasteaed Lõvimeri;Harju maakond, Tallinna linn, Haabersti linnaosa, Tiskrevälja tn 5;532668.0064;6589479.968
13446;Misso Kool;Võru maakond, Misso vald, Misso alevik, Riia mnt 15;692612;6388755
